,Datetime,Tweet Id,Text,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes
2312,2020-12-03 19:49:45+00:00,1334585634615422978,"#mRNA technology is NOT unknown. They have been studied for decades now. mRNA is non-infectious, non-integrating &amp; there is no potential risk of #infection or insertional #mutagenesis. mRNA from the #vaccine NEVER enters the nucleus &amp; does NOT interact with a person’s #DNA.",1429,91,10,16
726,2021-06-29 10:42:24+00:00,1409824568210984961,"I am glad #Moderna is making its way to India. For a country this large and populated, meeting vaccine needs was challenging if it is limited to only BB and SII. mRNA offer longer lasting immunity over other vaccine types.",717,91,44,7
2352,2020-11-28 14:19:02+00:00,1332690468862386182,"The Libs and Cons can argue all they want about rushed experimental mRNA vaccines and inaccurate rapid tests, I don't want a part of any of their garbage.",611,91,56,25
169,2021-08-17 14:03:58+00:00,1427632296627212291,"a lot of people aren't getting yet that the mrna ""vaccine"" cash cow is going to be much bigger than covid. theoretically they could use a similar mechanism against any viral pathogen in existence, and now that they've gotten the tech to market, they'll start going down the list.",453,91,32,8
2226,2020-12-13 19:53:56+00:00,1338210565055864832,"Without the 2P design, the mRNA vaccines would have failed.
The remarkable story is told well by @Carolynyjohnson 
https://t.co/aWXFsI1Gkc /3 https://t.co/Kb2eozuqMI",450,91,11,23
1804,2021-02-18 19:52:09+00:00,1362490104166690816,"I have created a slide deck on Covid-19 vaccines targeted for the community. It takes you through how vaccines work, mRNA vaccine FAQs + mythbusters &amp; the new vaccines coming up. 
Please feel free to use at your next talk! DM for unlocked version. 

https://t.co/xgAvwD7EWS",306,91,27,14
1127,2021-05-21 01:28:04+00:00,1395551938226233346,@normanswan The USA is preparing to roll out BOOSTER Covid vaccines in September. They will sit on top of mRNA vaccines given to the US population. Can boosters work on top of AZ? @GregHuntMP : what is the booster plan for Australia ?,275,91,29,3
598,2021-07-08 10:42:24+00:00,1413086056292003846,"More than 750 million #mRNA vaccines have been produced at 🇪🇺 factories!

Europe is now the world’s #1 producer in mRNA vaccines. 

Our industrial capacity across vaccine technologies is critical to protect our citizens against Covid variants &amp; help the world fight the pandemic. https://t.co/Fp2Aot36Yg",264,91,11,7
1245,2021-05-05 16:23:02+00:00,1389978956716122116,"Seriously. Like Clarke's Third Law/indistinguishable from magic Amazing. How amazing? Well. compared to conventional vaccine production, mRNA factories are:

* 99 - 99.9% smaller
* 95 - 99.7% cheaper
* 1,000% faster

9/",239,91,4,28
1497,2021-04-10 05:27:21+00:00,1380754252285419521,"Clinical Trials Of India's First mRNA Vaccine

""#Pune-based Gennova Biopharma has received the necessary regulatory approvals to begin the phase 1 and 2 trials in the country and is likely to inject the first participant with the vaccine on 19 April.""
 https://t.co/UNig3NgZni",231,91,9,1
2460,2020-11-09 11:56:36+00:00,1325769254495428613,"BIG news, Pfizer’s early data suggests COVID vaccine &gt;90% effective. A couple of important points:
1. Unpublished data (press release)
2. This is an mRNA vaccine, possibly the most challenging from a distribution perspective (need -80degC supply chain) https://t.co/umkuLuIkSz",220,91,10,10
1183,2021-05-14 05:17:27+00:00,1393072947296817153,Pfizer will not available till months its orders are prebooked &amp; no infra to store it in India. Stop fawning over mRNA vaccines which are less effective against Double mutant in India per studies. Rather Indian Vaccines are more effective &amp; there will abundant supply in July. https://t.co/uPlcHnb92P,218,91,10,0
1099,2021-05-26 12:55:59+00:00,1397536997468639232,"Case report of a 58-year-old man with metastatic colon cancer on immunotherapy (anti-PD1) who developed cytokine release syndrome 5 days after an mRNA vaccine
https://t.co/q0ApOZojAw Just published @NatureMedicine https://t.co/H4VrEwpcup",217,91,9,18
2041,2021-01-11 18:05:29+00:00,1348692521040359424,"Here's a more detailed look at the mRNA vaccines - their mode of action and how they're delivered. The emphasis is on the years (decades) of research in a variety of fields that was fortunately ready to be deployed this year:
https://t.co/44YfxUYhsh",213,91,8,12
279,2021-08-07 01:16:52+00:00,1423815371455295493,Best explainer video on how the mRNA vaccine works. 👍 https://t.co/sE8TB7sjCr,189,91,5,6
900,2021-06-18 00:22:08+00:00,1405682205934882816,-“People don’t realise that mRNA were never designed for vaccines.”- https://t.co/vcfZKxJnQY,155,91,13,10
792,2021-06-24 16:45:00+00:00,1408103876927148047,mRNA vaccine inventor speaks out on 'Tucker' after YouTube deletes video of him discussing risks: https://t.co/lxft5Mf2s4,133,91,2,2
1014,2021-06-07 15:10:17+00:00,1401919446843904009,"New safety info reveals Pfizer vaccine mRNA particles spread widely, producing spike proteins in various organs. Their EMA submission shows standard preclinical quality management practices (eg performing reproductive toxicity studies) were not followed. 
https://t.co/M0xA93ixes",106,91,2,9
1451,2021-04-13 19:26:42+00:00,1382052646505349126,"My soundcloud is that birth control is still safe, the mRNA vaccines are very safe, and the J&amp;J pause is more complicated health policy than my 9 a.m. brain can generally handle",3138,90,14,0
755,2021-06-27 17:29:45+00:00,1409202304801251328,"""Unlike live-attenuated or viral-vectored vaccines, mRNA is non-infectious and poses no concern for DNA integration—mainly because it cannot enter the nucleus which contains DNA."" Now you know how it works : https://t.co/S0GaW5KZpT https://t.co/2jbsjVdZPb",980,90,115,9
541,2021-07-12 23:54:24+00:00,1414734922204553230,"Many thanks ⁦@ErinBurnett⁩ for hosting me ⁦@OutFrontCNN⁩ I explained why a 3rd immunization of mRNA vaccines may eventually be needed to protect against new variants, although not necessarily the delta variant. But there was one surprise tonight… https://t.co/zSXcMmY4Tm",543,90,32,4
1916,2021-01-29 13:40:33+00:00,1355148829616599047,"So we now have 3 different types of vaccines with efficacy against #SARSCoV2: mRNA, protein, and adenovirus vectors. We've also seen failure of a major vaccine program @Merck. All of this in less than a year represents remarkable progress vs a very formidable challenge.",525,90,14,6
2213,2020-12-15 12:59:21+00:00,1338831007504543744,"⚠️BREAKING:

*MODERNA VACCINE IS SAFE, EFFECTIVE AGAINST COVID-19: FDA STAFF

$MRNA",483,90,6,24
2038,2021-01-12 08:20:29+00:00,1348907691784228864,9) Bottomline on the mRNA vaccines—they do work if you give them 2 weeks to kick in their initial protective effects (at least 50% but likely up to 80-ish% w/ 1 dose after the 2 weeks). 2 days not enough. That’s why it’s so infuriating GOP unmasked members so callous.,455,90,11,4
1234,2021-05-06 03:11:33+00:00,1390142159479660550,"Due to proposed political change, investors change portfolios in way that allocates many fewér resources to companies that use their capital to produce lifesaving innovations like mRNA vaccines. https://t.co/S4Mvhcln1s",438,90,43,7
1039,2021-06-04 14:06:57+00:00,1400816344703148036,"#BREAKING: Province says it's expanding second doses:

""The province is inviting individuals aged 70 and over as well as individuals who received their first dose of an mRNA vaccine... on or before April 18, 2021, to book an accelerated second dose appointment."" #onpoli #COVID19",398,90,20,10
1123,2021-05-21 16:32:57+00:00,1395779656553406472,"Nevermind that mRNA vaccines owe their existence to tens of billions of dollars in PUBLIC investment, with the monopolistic pharma companies only coming in after all the risk was shouldered by what @MazzucatoM calls ""the entrepreneurial state.""

https://t.co/oPuKiXTddI

21/",395,90,2,4
1666,2021-03-15 13:40:29+00:00,1371456269966581763,mRNA-1283 is being developed as a potential refrigerator-stable mRNA COVID-19 vaccine that will facilitate easier distribution and administration by healthcare providers. Learn more: https://t.co/jRR5FLAgiW https://t.co/p3FPPiDQrs,320,90,15,17
44,2021-08-26 07:36:26+00:00,1430796262069002243,"Knowing they're about to give 12-year-olds heart attacks &amp; blood clots with mRNA vaccines is pretty devastating, the worst part is parents are rushing to have it done &amp; won't blame the vaccine when it happens.",307,90,14,4
5,2021-08-30 16:47:00+00:00,1432384367276478470,"As early as this week, Moderna will begin conducting the first human trials of HIV vaccine using mRNA tech: https://t.co/X5IaEzjyyt",277,90,7,33
131,2021-08-19 22:07:13+00:00,1428478689084334090,"Moderna is set to start human trials for its experimental mRNA HIV vaccine, the first time such a trial has ever been conducted.

To participate in the trial, participants have to be between the ages of 18 and 50 and not diagnosed with HIV. 
https://t.co/2UGe7uhC7w",266,90,9,21
314,2021-08-03 23:22:02+00:00,1422699307866607618,"""Medical researchers and scientists have been lobbying the Morrison government for ALMOST A YEAR about the need to develop an mRNA vaccine manufacturing capacity in Australia, but action was delayed until a few months ago."" There is no excuse for this.  https://t.co/EZSnHmnKdO",245,90,8,7
294,2021-08-05 17:05:00+00:00,1423329201013284865,"Moderna said its COVID-19 vaccine was about 93% effective through six months after the second dose, showing hardly any change from the 94% efficacy reported in its original clinical trial https://t.co/ztZqNUBlX3 $MRNA https://t.co/e8eU5Y4SMp",242,90,16,10
2110,2020-12-29 02:17:46+00:00,1343742979513720832,"THE FIRST TIME IN HISTORY WE QUARANTINE THE HEALTHY AND THIS IS ALL FAUCI’S TEAM PRODUCES??

TWO LOUSY PAPERS??? 

Vaccine Research Center at NIAID, 

“SARS-CoV-2 mRNA vaccine design enabled by prototype pathogen preparedness.”

Kizzmekia S Corbett et al. Nature. 2020 Oct.",242,90,12,6
449,2021-07-22 10:19:54+00:00,1418153825286885377,"It truly pains me to have to say this, but by slow-walking global #COVID19 vaccine scale-up, @POTUS will tarnish his legacy forever. We can scale up mRNA vaccines NOW. My latest in @thenation. @Public_Citizen @ResolveTSL @PowerUSAID @WHCOS @JakeSullivan46  https://t.co/xoJ20JtX3I",225,90,10,12
1947,2021-01-21 15:10:46+00:00,1352272431222763521,"This is a terrific article on the supply chains and manufacturing sites for the mRNA vaccines - completely the other end of the pharma business from where I have spent my career!
https://t.co/NfDijGQCVp",208,90,4,18
800,2021-06-24 13:30:42+00:00,1408054978959323138,"Novavax is now the best vaccine: higher efficacy, more familiar tech. Once it's widely available, maybe it'll even appeal to folks spooked about MRNA. https://t.co/3avG4IACyi",205,90,7,10
1240,2021-05-05 20:45:04+00:00,1390044899504967681,Moderna Inc (MRNA.O) said on Wednesday early human trial data shows that a third dose of either its current COVID-19 shot or an experimental new vaccine candidate increases immunity against variants of COVID-19 first found in Brazil and South Africa.​ https://t.co/05hZkVRFQb,200,90,17,5
743,2021-06-28 12:55:00+00:00,1409495549426900994,"The Pfizer &amp; Moderna shots’ effects could last for years, a detailed look at immune responses suggests  — evidence that most  immunized with mRNA #vaccines may not need boosters if variants do not evolve much beyond their current forms 

By @apoorva_nyc 

https://t.co/j2oUrX0G7Y",172,90,10,13
1800,2021-02-19 15:13:21+00:00,1362782332466380801,"To all my followers

PLEASE Retweet &amp; Share tweet pinned to my timeline

So-called ""Made-In-Canada"" mRNA Vaccines actually WON'T be made in Canada

It'll be partially made in the USA &amp; Switzerland

Confirming what Trudeau said all along, Canada CANNOT at  make an mRNA Vaccine",160,90,5,4
1235,2021-05-06 02:00:00+00:00,1390124154884657153,Data suggest that a substantial proportion of transplant recipients likely remain at risk for #COVID19 after 2 doses of mRNA #SARSCoV2 vaccine https://t.co/91Uv7yg5hS,158,90,5,16
678,2021-07-02 08:34:37+00:00,1410879571864571906,"We all want more people protected safely asap against #DeltaVariant. From next Monday, those aged 18-34 can ""opt in"" to potentially receive a Janssen vaccine via Pharmacies, in advance of their planned MRNA one. Or shortly after a Jannsen or AZ via Vaccination Centres @HSELive",683,89,152,22
1846,2021-02-11 20:45:41+00:00,1359966862424109061,"For #IDWGS, I crocheted someone who inspires me in science and #SciComm, @KizzyPhD! Not only did she work to develop the #mRNA vaccine but she also spends SO MUCH TIME reaching out to Black communities abt it. Her work inspires me! #STEMTag #WomenInSTEM #InclusiveSciComm 1/n https://t.co/UoDRTebjrx",515,89,11,11
2331,2020-12-02 07:51:50+00:00,1334042576622661633,"🚨 NEW: UK is the first western country to approve a #COVID19 vaccine! The beginning of the end of the pandemic is in sight🤞🏻👏🏻💉

The Pfizer/BioNTech mRNA vaccine has been authorised for emergency use. #CovidVaccine
https://t.co/sm4hHnNtGu",421,89,22,17
286,2021-08-06 18:26:36+00:00,1423712125462089737,"This TED Talk from @KWhiteheadLab is a brilliantly simple explanation of the packaging that finally made mRNA vaccines possible, and what they mean for the future. Straight-up hero shit here. https://t.co/DSoHCn90lp",382,89,8,10
